Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
1290000,1.3538927,79.632,5.3985896,-0.011964815,9.18424667930603,9.18424667930603,0.027346441249363123,0.3321896,0.08201418,0.00022281727,0.17427237,0.003716193,0.017383745,0.34395424,1.0
1300000,1.3533272,81.40677966101696,5.481654,-0.012230503,9.118350020840637,9.118350020840637,0.027353562366886016,0.20753688,0.08411929,0.0002223395,0.17411318,0.0037082464,0.016066577,0.34070116,1.0
1310000,1.3526652,77.82539682539682,5.4563713,-0.018515632,8.99411713795399,8.99411713795399,0.02545606949931289,0.37609375,0.08925471,0.00022185523,0.1739517,0.0037001902,0.015990408,0.3430292,1.0
1320000,1.3524808,78.6953125,5.3665595,-0.023053834,8.475261972645136,8.475261972645136,0.026310356029521996,0.36710006,0.10833512,0.00022116723,0.17372239,0.003688747,0.016787544,0.33841616,1.0
1330000,1.3522638,66.82312925170068,5.394705,-0.03453387,8.367394064559418,8.367394064559418,0.02491392439142579,0.46006697,0.08573795,0.00022050206,0.1735007,0.0036776843,0.017875493,0.3405351,1.0
1340000,1.3521203,75.18939393939394,5.4123707,-0.03442288,8.653064254558448,8.653064254558448,0.02763050551893133,0.35882685,0.122169346,0.0002200392,0.17334643,0.003669985,0.01794366,0.34242097,1.0
1350000,1.3515601,78.52380952380952,5.4117336,-0.034562286,9.093448201502403,9.093448201502403,0.02775734737442117,0.31656125,0.116601914,0.00021935985,0.17311995,0.0036586842,0.017121516,0.3382212,1.0
1360000,1.3510855,68.26530612244898,5.427741,-0.036277037,8.647272688068755,8.647272688068755,0.023551619587759552,0.36578444,0.10764419,0.0002186669,0.17288898,0.0036471593,0.016889738,0.3384251,1.0
1370000,1.3505768,81.21666666666667,5.5291114,-0.028795583,9.225738179683685,9.225738179683685,0.024960235087201,0.25466806,0.12868072,0.00021821143,0.17273712,0.0036395823,0.01732953,0.33464733,1.0
1380000,1.3506426,87.62162162162163,5.5657363,-0.023627685,9.67404237815312,9.67404237815312,0.02536357470463762,0.24168792,0.07374037,0.00021750524,0.17250174,0.0036278362,0.0144625865,0.3258428,1.0
1390000,1.3510278,72.84558823529412,5.5865736,-0.036506616,9.215245513562802,9.215245513562802,0.02301963022047723,0.26804623,0.08543307,0.00021680858,0.17226951,0.0036162478,0.015216247,0.3280894,1.0
1400000,1.3511157,72.47826086956522,5.6375914,-0.038699374,8.853428576490005,8.853428576490005,0.022691469785268252,0.1345124,0.10343282,0.00021635064,0.17211685,0.0036086321,0.015060589,0.32746592,1.0
1410000,1.350768,80.4047619047619,5.3892164,-0.03936405,9.098898526129684,9.098898526129684,0.025739841523761974,0.3017863,0.094797276,0.00021565481,0.17188491,0.0035970567,0.015465218,0.33113742,1.0
